brand_model,city,model,mileage_in_km,engine_in_cc,Transmission,price_in_lacs,brand_model_age,price_type,mileage_category,engine_mileage_interaction
Suzuki Alto,Rawalpindi,2022,22000,660.0,Manual,26.8,2,Mid Range,Low,14520000.0
Toyota Corolla,Lahore,2011,139000,1800.0,Automatic,28.5,13,Mid Range,Medium,250200000.0
Toyota Prius,Karachi,2012,130000,1800.0,Automatic,42.0,12,Premium,Medium,234000000.0
Honda City,Karachi,2005,107000,1300.0,Manual,15.4,19,Budget,Medium,139100000.0
Suzuki Mehran,Karachi,1999,11,800.0,Manual,3.9,25,Budget,Low,8800.0
Honda Civic,Lahore,2016,115000,1800.0,Automatic,45.5,8,Premium,Medium,207000000.0
Toyota Prius,Faisalabad,2014,182918,1800.0,Automatic,50.6,10,Premium,Medium,329252400.0
Toyota Corolla,Bahawalpur,2019,35000,1600.0,Automatic,50.0,5,Premium,Low,56000000.0
Daihatsu Hijet,Karachi,2019,43568,660.0,Automatic,27.5,5,Mid Range,Low,28754880.0
Toyota Corolla,Gujrat,2015,10000,1300.0,Manual,31.0,9,Mid Range,Low,13000000.0
Suzuki Alto,Islamabad,2004,110000,660.0,Automatic,8.2,20,Budget,Medium,72600000.0
Suzuki Alto,Gujranwala,2021,32000,660.0,Manual,23.6,3,Mid Range,Low,21120000.0
Suzuki Mehran,Rawalpindi,2018,73000,796.0,Manual,14.5,6,Budget,Low,58108000.0
KIA Sportage,Lahore,2022,52000,2000.0,Automatic,67.0,2,Luxury,Low,104000000.0
Honda Civic,Lahore,2017,165000,1800.0,Automatic,43.8,7,Premium,Medium,297000000.0
Toyota Vitz,Bahawalpur,2002,158000,1000.0,Automatic,18.5,22,Budget,Medium,158000000.0
Honda Civic,Okara,2006,130000,1600.0,Manual,13.5,18,Budget,Medium,208000000.0
Honda Freed,Rahim Yar Khan,2012,86580,1500.0,Automatic,36.5,12,Mid Range,Low,129870000.0
Honda Civic,Islamabad,2021,78000,1800.0,Automatic,65.5,3,Luxury,Low,140400000.0
Toyota Other,Karachi,2004,100000,1000.0,Automatic,10.0,20,Budget,Low,100000000.0
Suzuki Swift,Karachi,2019,82000,1300.0,Manual,25.8,5,Mid Range,Low,106600000.0
Daihatsu Rocky,Taxila,2019,65000,1000.0,Automatic,55.0,5,Premium,Low,65000000.0
Honda Civic,Peshawar,1995,123456,1500.0,Manual,8.8,29,Budget,Medium,185184000.0
Toyota Corolla,Islamabad,2014,115000,1300.0,Manual,24.6,10,Mid Range,Medium,149500000.0
KIA Sportage,Islamabad,2021,58000,2000.0,Automatic,70.8,3,Luxury,Low,116000000.0
Honda Civic,Islamabad,2012,176000,1800.0,Automatic,26.5,12,Mid Range,Medium,316800000.0
Toyota Vitz,Mandi bahauddin,2014,100000,1000.0,Automatic,26.0,10,Mid Range,Low,100000000.0
Honda Civic,Peshawar,2009,195358,1800.0,Automatic,25.0,15,Mid Range,Medium,351644400.0
Honda Civic,Lahore,2022,53000,1500.0,Automatic,85.5,2,Luxury,Low,79500000.0
Suzuki Alto,Bahawalpur,2021,33421,660.0,Manual,22.5,3,Mid Range,Low,22057860.0
Suzuki Cultus,Lahore,2007,53000,1000.0,Manual,11.8,17,Budget,Low,53000000.0
Honda Civic,Lahore,2002,160000,1600.0,Automatic,17.9,22,Budget,Medium,256000000.0
Toyota Corolla,Lahore,2018,106000,1800.0,Automatic,54.7,6,Premium,Medium,190800000.0
Daihatsu Rocky,Peshawar,2021,10000,1000.0,Automatic,52.3,3,Premium,Low,10000000.0
Toyota Premio,Peshawar,2008,145000,1800.0,Automatic,44.3,16,Premium,Medium,261000000.0
Nissan Juke,Karachi,2010,148000,1500.0,Automatic,29.0,14,Mid Range,Medium,222000000.0
Honda City,Rawalpindi,2010,123456,1300.0,Manual,25.3,14,Mid Range,Medium,160492800.0
Honda Civic,Lahore,2005,350,1600.0,Automatic,15.2,19,Budget,Low,560000.0
Suzuki Mehran,Rawalpindi,2015,53000,796.0,Manual,13.5,9,Budget,Low,42188000.0
Suzuki Cultus,Karachi,2015,95000,1000.0,Manual,14.8,9,Budget,Low,95000000.0
Suzuki Swift,Islamabad,2010,58128,1200.0,Automatic,32.7,14,Mid Range,Low,69753600.0
Honda Civic,Faisalabad,2013,110000,1800.0,Automatic,35.5,11,Mid Range,Medium,198000000.0
KIA Picanto,Lahore,2021,33000,1000.0,Automatic,30.5,3,Mid Range,Low,33000000.0
Suzuki Bolan,Rawalpindi,2023,13000,800.0,Manual,21.5,1,Mid Range,Low,10400000.0
Suzuki Swift,Lahore,2018,80000,1300.0,Manual,24.2,6,Mid Range,Low,104000000.0
Suzuki Wagon,Lahore,2015,146753,1000.0,Manual,19.5,9,Budget,Medium,146753000.0
Toyota Aqua,Peshawar,2012,180000,1500.0,Automatic,34.5,12,Mid Range,Medium,270000000.0
Suzuki Swift,Rawalpindi,2019,90000,1300.0,Manual,26.5,5,Mid Range,Low,117000000.0
Honda Vezel,Lahore,2018,44,1500.0,Automatic,70.5,6,Luxury,Low,66000.0
Honda Civic,Lahore,2010,145000,1800.0,Automatic,23.5,14,Mid Range,Medium,261000000.0
Suzuki Cultus,Faisalabad,2007,135000,1000.0,Manual,8.0,17,Budget,Medium,135000000.0
Suzuki Cultus,Lahore,2011,123458,1000.0,Manual,11.8,13,Budget,Medium,123458000.0
Toyota Corolla,Peshawar,2006,200000,1496.0,Automatic,35.0,18,Mid Range,Medium,299200000.0
Toyota Corolla,Lahore,2016,131544,1300.0,Automatic,37.8,8,Mid Range,Medium,171007200.0
Suzuki Swift,Lahore,2015,82300,1300.0,Manual,22.6,9,Mid Range,Low,106990000.0
Suzuki Ravi,Karachi,1991,200000,1000.0,Manual,3.5,33,Budget,Medium,200000000.0
Toyota Corolla,Karachi,2020,45000,1800.0,Automatic,58.0,4,Premium,Low,81000000.0
Toyota Yaris,Karachi,2022,34000,1300.0,Automatic,43.0,2,Premium,Low,44200000.0
Suzuki Wagon,Gujar Khan,2015,195000,1000.0,Automatic,19.0,9,Budget,Medium,195000000.0
Suzuki Mehran,Gujranwala,2010,110000,800.0,Manual,7.8,14,Budget,Medium,88000000.0
Toyota Corolla,Multan,2019,110000,1300.0,Automatic,42.0,5,Premium,Medium,143000000.0
Toyota C-HR,Lahore,2017,66000,1800.0,Automatic,77.0,7,Luxury,Low,118800000.0
Toyota Platz,Islamabad,2003,100000,1300.0,Automatic,16.7,21,Budget,Low,130000000.0
Suzuki Mehran,Lahore,2016,60000,796.0,Manual,12.9,8,Budget,Low,47760000.0
Toyota Camry,Murree,2001,200000,1300.0,Manual,12.0,23,Budget,Medium,260000000.0
Daihatsu Mira,Karachi,2017,93000,660.0,Automatic,29.0,7,Mid Range,Low,61380000.0
Honda City,Lahore,2007,234077,1500.0,Automatic,22.5,17,Mid Range,High,351115500.0
Toyota Corolla,Lahore,2018,54281,1300.0,Automatic,47.2,6,Premium,Low,70565300.0
Honda City,Islamabad,2015,112000,1300.0,Automatic,33.2,9,Mid Range,Medium,145600000.0
Toyota Corolla,Karachi,2007,100000,1300.0,Manual,15.6,17,Budget,Low,130000000.0
Honda City,Lahore,2020,28000,1300.0,Automatic,42.0,4,Premium,Low,36400000.0
Honda City,Jhelum,2016,112000,1300.0,Manual,32.0,8,Mid Range,Medium,145600000.0
Toyota C-HR,Islamabad,2017,80000,1800.0,Automatic,75.5,7,Luxury,Low,144000000.0
Toyota Corolla,Rawalpindi,2012,175000,1300.0,Manual,27.8,12,Mid Range,Medium,227500000.0
Honda Vezel,Islamabad,2015,150000,1500.0,Automatic,47.5,9,Premium,Medium,225000000.0
Toyota Corolla,Charsadda,2020,80000,1800.0,Automatic,61.0,4,Luxury,Low,144000000.0
Honda Grace,Islamabad,2015,92000,1500.0,Automatic,43.5,9,Premium,Low,138000000.0
Suzuki Liana,Gujrat,2014,157202,1300.0,Manual,16.0,10,Budget,Medium,204362600.0
Toyota Corolla,Talagang,2005,150000,1600.0,Manual,25.0,19,Mid Range,Medium,240000000.0
KIA Picanto,Multan,2020,103045,1000.0,Manual,25.3,4,Mid Range,Medium,103045000.0
Toyota Vitz,Karachi,2017,98198,996.0,Automatic,35.0,7,Mid Range,Low,97805208.0
Toyota Corolla,Gujrat,2010,137000,1300.0,Manual,23.2,14,Mid Range,Medium,178100000.0
Honda Civic,Lahore,2017,84500,1800.0,Automatic,48.5,7,Premium,Low,152100000.0
Daihatsu Move,Gujranwala,2012,171283,660.0,Automatic,20.5,12,Mid Range,Medium,113046780.0
Suzuki Mehran,Karachi,2007,80000,800.0,Manual,6.5,17,Budget,Low,64000000.0
Suzuki Alto,Karachi,2020,57000,660.0,Manual,21.5,4,Mid Range,Low,37620000.0
Honda Civic,Karachi,2019,47000,1800.0,Automatic,55.0,5,Premium,Low,84600000.0
Suzuki Bolan,Lahore,1990,18,800.0,Manual,4.4,34,Budget,Low,14400.0
Suzuki Mehran,Islamabad,2014,83000,796.0,Manual,11.3,10,Budget,Low,66068000.0
Hyundai Tucson,Lahore,2022,34000,2000.0,Automatic,76.0,2,Luxury,Low,68000000.0
Honda BR-V,Islamabad,2018,64000,1500.0,Manual,41.5,6,Premium,Low,96000000.0
Suzuki Wagon,Rawalpindi,2014,96000,1000.0,Manual,16.5,10,Budget,Low,96000000.0
Suzuki Mehran,Bahawalpur,2011,54890,800.0,Manual,8.8,13,Budget,Low,43912000.0
Suzuki Swift,Hyderabad,2022,25000,1200.0,Automatic,42.0,2,Premium,Low,30000000.0
Toyota Corolla,Lahore,2015,130000,1300.0,Manual,30.8,9,Mid Range,Medium,169000000.0
Toyota Prius,Karachi,2017,140000,1800.0,Automatic,67.0,7,Luxury,Medium,252000000.0
Honda Civic,Lahore,2006,123456,1800.0,Manual,19.5,18,Budget,Medium,222220800.0
Toyota Premio,Karachi,2003,1000,1500.0,Automatic,25.5,21,Mid Range,Low,1500000.0
Nissan Note,Karachi,2018,98000,1198.0,Automatic,44.5,6,Premium,Low,117404000.0
Suzuki Alto,Sukkur,2022,31000,660.0,Manual,24.2,2,Mid Range,Low,20460000.0
Mitsubishi Lancer,Lahore,2005,147839,1300.0,Automatic,17.8,19,Budget,Medium,192190700.0
Suzuki Wagon,Gujar Khan,2015,195000,660.0,Automatic,19.0,9,Budget,Medium,128700000.0
MG HS,Lahore,2023,27000,1500.0,Automatic,66.5,1,Luxury,Low,40500000.0
Suzuki Mehran,Muzaffar Gargh,2018,57000,800.0,Manual,11.8,6,Budget,Low,45600000.0
Toyota Yaris,Lahore,2020,126000,1300.0,Automatic,39.0,4,Mid Range,Medium,163800000.0
Hyundai Elantra,Lahore,2024,3700,2000.0,Automatic,70.5,0,Luxury,Low,7400000.0
KIA Sportage,Rawalpindi,2023,1950,2000.0,Automatic,83.5,1,Luxury,Low,3900000.0
Suzuki Alto,Lahore,1993,200000,660.0,Manual,3.7,31,Budget,Medium,132000000.0
Daihatsu Mira,Karachi,2014,78000,660.0,Automatic,23.0,10,Mid Range,Low,51480000.0
Suzuki Mehran,Lahore,2015,45000,800.0,Manual,16.4,9,Budget,Low,36000000.0
Nissan Dayz,Karachi,2016,91000,660.0,Automatic,20.0,8,Budget,Low,60060000.0
Daihatsu Cuore,Rawalpindi,2012,75000,800.0,Manual,11.8,12,Budget,Low,60000000.0
Honda Civic,Karachi,2001,130000,1600.0,Manual,15.8,23,Budget,Medium,208000000.0
Suzuki Swift,Lahore,2017,143000,1300.0,Manual,21.2,7,Mid Range,Medium,185900000.0
Daihatsu Mira,Lahore,2012,120000,660.0,Automatic,17.0,12,Budget,Medium,79200000.0
Suzuki Wagon,Faisalabad,2018,100000,1000.0,Manual,22.5,6,Mid Range,Low,100000000.0
Toyota Corolla,Karachi,2005,85000,1300.0,Manual,13.5,19,Budget,Low,110500000.0
Suzuki Cultus,Thatta,2021,33000,1000.0,Manual,30.6,3,Mid Range,Low,33000000.0
Honda Civic,Rawalpindi,1995,45000,1500.0,Manual,6.8,29,Budget,Low,67500000.0
Toyota C-HR,Rawalpindi,2017,92698,1800.0,Automatic,70.0,7,Luxury,Low,166856400.0
Hyundai Elantra,Wah cantt,2022,35000,2000.0,Automatic,63.0,2,Luxury,Low,70000000.0
Toyota Corolla,Bahawalnagar,2016,125000,1300.0,Manual,34.2,8,Mid Range,Medium,162500000.0
Nissan Roox,Lahore,2021,30243,660.0,Automatic,37.0,3,Mid Range,Low,19960380.0
Honda Civic,Sialkot,2016,70000,1800.0,Automatic,47.8,8,Premium,Low,126000000.0
Suzuki Mehran,Muzaffar Gargh,2018,58000,796.0,Manual,11.5,6,Budget,Low,46168000.0
Honda City,Sialkot,1999,228779,1300.0,Manual,8.5,25,Budget,High,297412700.0
Toyota Vitz,Lahore,2015,92000,1000.0,Automatic,36.8,9,Mid Range,Low,92000000.0
Suzuki Alto,Karachi,2007,10000,1000.0,Manual,7.0,17,Budget,Low,10000000.0
Suzuki Wagon,Karachi,2010,108000,660.0,Automatic,17.5,14,Budget,Medium,71280000.0
Changan Oshan,Karachi,2022,22000,1500.0,Automatic,80.2,2,Luxury,Low,33000000.0
Toyota Corolla,Karachi,2021,28000,1598.0,Automatic,54.0,3,Premium,Low,44744000.0
Toyota Yaris,Faisalabad,2020,80000,1500.0,Automatic,42.0,4,Premium,Low,120000000.0
Suzuki Wagon,Lahore,2017,91000,1000.0,Manual,20.8,7,Mid Range,Low,91000000.0
Honda Civic,Karachi,2018,69000,1800.0,Automatic,50.0,6,Premium,Low,124200000.0
Toyota Corolla,Kohat,2006,200000,1800.0,Automatic,29.8,18,Mid Range,Medium,360000000.0
Suzuki Alto,Peshawar,2021,10000,658.0,Automatic,35.5,3,Mid Range,Low,6580000.0
Honda City,Islamabad,2023,24000,1200.0,Automatic,47.5,1,Premium,Low,28800000.0
Suzuki Xbee,Lahore,2023,40000,1000.0,Automatic,41.5,1,Premium,Low,40000000.0
Toyota Corolla,Quetta,2017,69320,1600.0,Automatic,36.5,7,Mid Range,Low,110912000.0
Toyota Aqua,Karachi,2016,40000,1500.0,Automatic,48.0,8,Premium,Low,60000000.0
Suzuki Mehran,Swabi,2010,143865,800.0,Manual,8.5,14,Budget,Medium,115092000.0
Honda City,Rawalpindi,2009,166000,1300.0,Manual,23.5,15,Mid Range,Medium,215800000.0
Nissan AD,Peshawar,2007,213,1500.0,Automatic,16.5,17,Budget,Low,319500.0
Suzuki Mehran,Lahore,1997,50000,800.0,Manual,4.8,27,Budget,Low,40000000.0
Suzuki Cultus,Karachi,2007,100000,1000.0,Manual,9.5,17,Budget,Low,100000000.0
Suzuki Every,Quetta,2014,91000,660.0,Automatic,15.0,10,Budget,Low,60060000.0
Honda Fit,Karachi,2015,165740,1500.0,Automatic,35.0,9,Mid Range,Medium,248610000.0
KIA Sportage,Karachi,2021,28700,2000.0,Automatic,64.8,3,Luxury,Low,57400000.0
Honda Civic,Rawalpindi,2019,57000,1800.0,Automatic,58.5,5,Premium,Low,102600000.0
Toyota Corolla,Sumandari,2018,130000,1300.0,Manual,41.0,6,Premium,Medium,169000000.0
Daewoo Racer,Islamabad,1993,120000,1500.0,Manual,7.2,31,Budget,Medium,180000000.0
Suzuki Mehran,Rawalpindi,2008,1000,800.0,Manual,7.0,16,Budget,Low,800000.0
Toyota Corolla,Hafizabad,2010,175000,1300.0,Manual,23.8,14,Mid Range,Medium,227500000.0
Hyundai Santro,Lahore,2004,147000,1100.0,Manual,9.2,20,Budget,Medium,161700000.0
Honda City,Karachi,2019,33000,1300.0,Automatic,35.0,5,Mid Range,Low,42900000.0
Suzuki Cultus,Lahore,2018,98880,1000.0,Manual,25.2,6,Mid Range,Low,98880000.0
Toyota Sienta,Faisalabad,2020,56031,1500.0,Automatic,65.0,4,Luxury,Low,84046500.0
Suzuki Cultus,Attock,2007,1234,1000.0,Manual,8.8,17,Budget,Low,1234000.0
Suzuki Mehran,Islamabad,2003,12345,800.0,Manual,8.6,21,Budget,Low,9876000.0
Suzuki Mehran,Kot addu,2017,70000,796.0,Manual,12.5,7,Budget,Low,55720000.0
Honda Civic,Sargodha,1997,200000,1500.0,Manual,8.5,27,Budget,Medium,300000000.0
Suzuki Alto,Swabi,2007,1000,1000.0,Manual,8.4,17,Budget,Low,1000000.0
Toyota Corolla,Karachi,2017,85000,1600.0,Automatic,43.0,7,Premium,Low,136000000.0
Daihatsu Cuore,Peshawar,2002,123456,800.0,Manual,7.5,22,Budget,Medium,98764800.0
Suzuki Margalla,Abbottabad,1993,112222,1300.0,Manual,7.9,31,Budget,Medium,145888600.0
Honda Civic,Islamabad,2013,129000,1800.0,Manual,32.5,11,Mid Range,Medium,232200000.0
Suzuki Bolan,Lahore,2008,80000,800.0,Manual,6.7,16,Budget,Low,64000000.0
Suzuki Alto,Lahore,2009,1,1000.0,Manual,9.1,15,Budget,Low,1000.0
Toyota Corolla,Charsadda,2012,181000,1300.0,Manual,23.2,12,Mid Range,Medium,235300000.0
Hyundai Santro,Rawalpindi,2005,123456,1000.0,Manual,9.6,19,Budget,Medium,123456000.0
Suzuki Cultus,Lahore,2009,47000,1000.0,Manual,12.4,15,Budget,Low,47000000.0
Honda Civic,Lahore,2016,79000,1800.0,Automatic,47.5,8,Premium,Low,142200000.0
Honda Civic,Islamabad,2022,90000,1800.0,Automatic,76.5,2,Luxury,Low,162000000.0
Hyundai Santro,Rawalpindi,2006,130000,1000.0,Manual,10.5,18,Budget,Medium,130000000.0
Toyota Aqua,Lahore,2015,42000,1500.0,Automatic,45.5,9,Premium,Low,63000000.0
Suzuki Mehran,Mardan,2013,34500,800.0,Manual,11.5,11,Budget,Low,27600000.0
Suzuki Alto,Faisalabad,2019,62000,660.0,Manual,22.0,5,Mid Range,Low,40920000.0
KIA Spectra,Multan,2003,200000,1500.0,Manual,16.5,21,Budget,Medium,300000000.0
Suzuki Mehran,Swabi,2014,82000,796.0,Manual,11.3,10,Budget,Low,65272000.0
Toyota Corolla,Alipur Chatta,2021,51,1600.0,Automatic,52.8,3,Premium,Low,81600.0
Honda Civic,Multan,2020,55000,1800.0,Automatic,60.0,4,Premium,Low,99000000.0
Suzuki Wagon,Islamabad,2017,83852,1000.0,Manual,23.0,7,Mid Range,Low,83852000.0
Honda Civic,Karachi,2020,30000,1500.0,Automatic,68.0,4,Luxury,Low,45000000.0
Suzuki Mehran,Jhang,2015,99999,796.0,Manual,9.3,9,Budget,Low,79599204.0
KIA Sportage,Mirpur A.K.,2021,63000,2000.0,Automatic,70.0,3,Luxury,Low,126000000.0
Honda Civic,Karachi,2006,210757,1500.0,Automatic,15.7,18,Budget,High,316135500.0
Honda Civic,Faisalabad,2005,1234,1700.0,Manual,17.5,19,Budget,Low,2097800.0
Toyota Vitz,Karachi,2014,80000,1000.0,Automatic,28.5,10,Mid Range,Low,80000000.0
Honda City,Rawalpindi,2006,175000,1500.0,Automatic,18.5,18,Budget,Medium,262500000.0
Toyota Corolla,Karachi,2020,33861,1300.0,Automatic,47.5,4,Premium,Low,44019300.0
Nissan Kicks,Karachi,2020,59605,1200.0,Automatic,79.5,4,Luxury,Low,71526000.0
Honda N,Lahore,2020,71000,660.0,Automatic,32.5,4,Mid Range,Low,46860000.0
Toyota Vitz,Karachi,2003,123000,1000.0,Automatic,16.5,21,Budget,Medium,123000000.0
KIA Stonic,Karachi,2022,27500,1400.0,Automatic,52.0,2,Premium,Low,38500000.0
Honda City,Faisalabad,2010,200000,1300.0,Manual,22.2,14,Mid Range,Medium,260000000.0
Toyota Corolla,Faisalabad,2017,115000,1300.0,Manual,38.4,7,Mid Range,Medium,149500000.0
Toyota Corolla,Peshawar,2005,106000,1600.0,Automatic,31.5,19,Mid Range,Medium,169600000.0
Toyota Corolla,Lahore,2015,137000,1500.0,Automatic,60.0,9,Premium,Medium,205500000.0
Honda City,Lahore,2014,90000,1300.0,Manual,26.5,10,Mid Range,Low,117000000.0
Toyota Corolla,Islamabad,2004,150000,2000.0,Manual,15.0,20,Budget,Medium,300000000.0
Suzuki Wagon,Faisalabad,2019,122000,660.0,Automatic,20.0,5,Budget,Medium,80520000.0
KIA Sportage,Lahore,2021,31,2000.0,Automatic,68.0,3,Luxury,Low,62000.0
Toyota Vitz,Karachi,2007,155000,1300.0,Automatic,19.6,17,Budget,Medium,201500000.0
Toyota Prius,Islamabad,2018,169300,1800.0,Automatic,48.8,6,Premium,Medium,304740000.0
Honda City,Islamabad,2021,12000,1500.0,Automatic,49.0,3,Premium,Low,18000000.0
Suzuki Swift,Peshawar,2011,111111,1300.0,Manual,18.7,13,Budget,Medium,144444300.0
Toyota Corolla,Karachi,2010,50000,1300.0,Manual,19.0,14,Budget,Low,65000000.0
Suzuki Cultus,Multan,2009,140000,1000.0,Manual,11.0,15,Budget,Medium,140000000.0
Toyota Corolla,Quetta,2012,150000,1300.0,Manual,28.5,12,Mid Range,Medium,195000000.0
Honda Civic,Sialkot,2016,52000,1800.0,Automatic,49.5,8,Premium,Low,93600000.0
Toyota Sienta,Peshawar,2018,97200,1500.0,Automatic,61.4,6,Luxury,Low,145800000.0
Toyota Aqua,Karachi,2021,10000,1500.0,Automatic,84.0,3,Luxury,Low,15000000.0
Suzuki Swift,Karachi,2017,101000,1300.0,Manual,21.4,7,Mid Range,Medium,131300000.0
Honda Civic,Okara,2005,210000,1600.0,Automatic,17.8,19,Budget,High,336000000.0
Honda City,Lahore,2019,48000,1500.0,Automatic,38.5,5,Mid Range,Low,72000000.0
Suzuki Mehran,Bahawalnagar,2013,65000,800.0,Manual,9.5,11,Budget,Low,52000000.0
Honda Civic,Lahore,2007,140000,1800.0,Automatic,23.4,17,Mid Range,Medium,252000000.0
Honda Civic,Lahore,2007,140000,1800.0,Automatic,23.4,17,Mid Range,Medium,252000000.0
Suzuki Mehran,Karachi,2004,80000,800.0,Manual,4.6,20,Budget,Low,64000000.0
Honda Civic,Pindi Bhattian,2003,200000,1600.0,Manual,12.0,21,Budget,Medium,320000000.0
Suzuki Swift,Karachi,2012,140000,1300.0,Manual,16.4,12,Budget,Medium,182000000.0
Honda City,Lahore,2018,96000,1500.0,Automatic,34.9,6,Mid Range,Low,144000000.0
Suzuki Mehran,Bahawalpur,2014,123,796.0,Manual,10.8,10,Budget,Low,97908.0
Suzuki Every,Rawalpindi,2012,150000,660.0,Automatic,16.2,12,Budget,Medium,99000000.0
Mitsubishi Lancer,Lahore,2005,94000,1300.0,Manual,14.3,19,Budget,Low,122200000.0
Suzuki Mehran,Lahore,2011,78265,800.0,Manual,8.0,13,Budget,Low,62612000.0
Honda Insight,Islamabad,2010,205,1300.0,Automatic,26.5,14,Mid Range,Low,266500.0
Suzuki Alto,Islamabad,2024,26000,660.0,Automatic,30.0,0,Mid Range,Low,17160000.0
Toyota Prius,Lahore,2014,185000,1800.0,Automatic,48.0,10,Premium,Medium,333000000.0
Honda Fit,Rawalpindi,2011,109000,1300.0,Automatic,25.0,13,Mid Range,Medium,141700000.0
Suzuki Alto,Karachi,2006,140000,660.0,Automatic,15.0,18,Budget,Medium,92400000.0
Suzuki Cultus,Islamabad,2004,200000,1000.0,Manual,8.4,20,Budget,Medium,200000000.0
Suzuki Bolan,Sadiqabad,2021,35000,800.0,Manual,13.0,3,Budget,Low,28000000.0
Toyota Corolla,Islamabad,2005,101,1800.0,Automatic,19.0,19,Budget,Low,181800.0
Daihatsu Mira,Islamabad,2015,120000,660.0,Automatic,24.5,9,Mid Range,Medium,79200000.0
FAW Sirius,Karachi,2015,125986,1500.0,Manual,18.0,9,Budget,Medium,188979000.0
Honda HR-V,Islamabad,2023,32000,1500.0,Automatic,68.0,1,Luxury,Low,48000000.0
Honda Civic,Islamabad,2021,24000,1800.0,Automatic,72.0,3,Luxury,Low,43200000.0
Suzuki Mehran,Lahore,2006,29927,800.0,Manual,5.2,18,Budget,Low,23941600.0
Honda Civic,Karachi,2005,160000,1500.0,Automatic,15.8,19,Budget,Medium,240000000.0
Honda Acty,Karachi,2017,1000,660.0,Manual,11.8,7,Budget,Low,660000.0
Toyota Passo,Mian Wali,2017,100000,1000.0,Automatic,30.5,7,Mid Range,Low,100000000.0
Toyota Yaris,Karachi,2020,55000,1300.0,Automatic,40.0,4,Mid Range,Low,71500000.0
Hyundai Tucson,Rawalpindi,2022,52000,2000.0,Automatic,79.5,2,Luxury,Low,104000000.0
Honda Civic,Gujranwala,2018,72000,1800.0,Automatic,53.0,6,Premium,Low,129600000.0
Honda Civic,Lahore,2019,98262,1800.0,Automatic,52.0,5,Premium,Low,176871600.0
Toyota Passo,Karachi,2008,122000,1000.0,Automatic,18.0,16,Budget,Medium,122000000.0
Hyundai Elantra,Lahore,2023,27012,2000.0,Automatic,68.0,1,Luxury,Low,54024000.0
Suzuki Cultus,Karachi,2016,86000,1000.0,Manual,16.7,8,Budget,Low,86000000.0
Toyota Aqua,Islamabad,2014,145000,1500.0,Automatic,36.3,10,Mid Range,Medium,217500000.0
Honda City,Khanewal,2000,168000,1500.0,Automatic,11.8,24,Budget,Medium,252000000.0
Suzuki Alto,Karachi,2009,150000,1000.0,Manual,8.5,15,Budget,Medium,150000000.0
Toyota Corolla,Islamabad,2009,190000,1300.0,Manual,19.5,15,Budget,Medium,247000000.0
Suzuki Cultus,Islamabad,2018,80000,1000.0,Manual,30.0,6,Mid Range,Low,80000000.0
Suzuki Alto,Islamabad,2022,23000,660.0,Manual,23.6,2,Mid Range,Low,15180000.0
Honda City,Karachi,2018,102315,1300.0,Manual,31.5,6,Mid Range,Medium,133009500.0
Mitsubishi Ek,Lahore,2012,81000,660.0,Automatic,19.5,12,Budget,Low,53460000.0
Toyota iQ,Karachi,2009,190000,1000.0,Automatic,23.0,15,Mid Range,Medium,190000000.0
Suzuki Swift,Faisalabad,2019,113272,1300.0,Automatic,26.5,5,Mid Range,Medium,147253600.0
Daihatsu Mira,Islamabad,2009,125000,660.0,Automatic,18.8,15,Budget,Medium,82500000.0
Suzuki Alto,Lahore,2018,59500,660.0,Automatic,28.5,6,Mid Range,Low,39270000.0
Honda Civic,Gujranwala,2007,177000,1800.0,Automatic,20.5,17,Mid Range,Medium,318600000.0
Suzuki Cultus,Karachi,2009,1999,1000.0,Manual,10.5,15,Budget,Low,1999000.0
Suzuki Cultus,Karachi,2009,1999,1000.0,Manual,10.5,15,Budget,Low,1999000.0
Suzuki Mehran,Karachi,2011,50000,800.0,Manual,7.5,13,Budget,Low,40000000.0
Toyota Aqua,Lahore,2021,11519,1500.0,Automatic,69.5,3,Luxury,Low,17278500.0
Suzuki Cultus,Khanpur,2016,55000,1000.0,Manual,16.5,8,Budget,Low,55000000.0
Suzuki Mehran,Lahore,2017,45000,796.0,Manual,11.8,7,Budget,Low,35820000.0
Honda Civic,Islamabad,2020,115000,1800.0,Automatic,61.0,4,Luxury,Medium,207000000.0
Suzuki Alto,Lahore,2024,1700,660.0,Automatic,31.5,0,Mid Range,Low,1122000.0
Hyundai Santro,Faisalabad,2005,78678,1000.0,Manual,10.2,19,Budget,Low,78678000.0
Toyota Corolla,Islamabad,2017,90000,1500.0,Automatic,45.0,7,Premium,Low,135000000.0
Suzuki Alto,Karachi,2024,1,660.0,Manual,27.8,0,Mid Range,Low,660.0
Toyota Passo,Mardan,2013,123,1000.0,Automatic,28.2,11,Mid Range,Low,123000.0
Honda Fit,Karachi,2020,32000,1500.0,Automatic,64.0,4,Luxury,Low,48000000.0
Toyota Corolla,Islamabad,2008,185000,2000.0,Manual,30.5,16,Mid Range,Medium,370000000.0
DFSK Glory,Lahore,2022,39127,1500.0,Automatic,57.5,2,Premium,Low,58690500.0
Toyota Passo,Peshawar,2019,78000,1000.0,Automatic,35.0,5,Mid Range,Low,78000000.0
Toyota Aqua,Islamabad,2022,17000,1500.0,Automatic,78.0,2,Luxury,Low,25500000.0
Proton Saga,Karachi,2022,34000,1299.0,Automatic,27.2,2,Mid Range,Low,44166000.0
